,Name,Sex,Age,Team,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
25339,FRANOIS BONNET,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 20 KILOMETRES,NONE
47167,HENRI CUNAULT,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S 20 KILOMETRES,NONE
10870,ANDR AUFFRAY,M,23,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S 5,000 METRES",BRONZE
52956,MARCEL CARLOS PAUL GASTON DELAPLANE (DE LA PLANE-),M,26,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S 5,000 METRES",NONE
53434,MILE JOSEPH DEMANGEL,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S 5,000 METRES",NONE
58662,GASTON DREYFUS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S 5,000 METRES",NONE
10866,ANDR AUFFRAY,M,23,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
52954,MARCEL CARLOS PAUL GASTON DELAPLANE (DE LA PLANE-),M,26,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
53431,MILE JOSEPH DEMANGEL,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,SILVER
53432,MILE JOSEPH DEMANGEL,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
58659,GASTON DREYFUS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,CYCLING MEN'S SPRINT,NONE
10868,ANDR AUFFRAY,M,23,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",GOLD
11239,CHARLES AVRILLON,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",NONE
25338,FRANOIS BONNET,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",NONE
58661,GASTON DREYFUS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TANDEM SPRINT, 2,000 METRES",NONE
10869,ANDR AUFFRAY,M,23,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TEAM PURSUIT, 1,980 YARDS",NONE
53433,MILE JOSEPH DEMANGEL,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,CYCLING,"CYCLING MEN'S TEAM PURSUIT, 1,980 YARDS",NONE
38611,LOUIS MILE CHAPUIS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
51102,LOUIS VERRANT GABRIEL LE BAILLY DE LA FALAISE,M,42,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
51265,BERTRAND MARIE DE LESSEPS,M,33,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
51267,FERDINAND MARIE ISMAL DE LESSEPS,M,36,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
51400,JEAN MARIE PIERRE XAVIER DE MAS LATRIE,M,28,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
51813,ARNOULD PIERRE HENRI JOSEPH DE RANST DE BERCHEM DE SAINT BRISSON,M,40,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
51103,LOUIS VERRANT GABRIEL LE BAILLY DE LA FALAISE,M,42,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, TEAM",NONE
51266,BERTRAND MARIE DE LESSEPS,M,33,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S SABRE, TEAM",NONE
4767,GASTON JULES LOUIS ANTOINE ALIBERT,M,30,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",GOLD
19825,HERMAN GEORGES BERGER,M,32,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
43504,CHARLES EDGAR COLLIGNON,M,30,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
59181,FRDRIC ALEXANDRE DUBOURDIEU,M,28,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
4768,GASTON JULES LOUIS ANTOINE ALIBERT,M,30,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, TEAM",GOLD
19826,HERMAN GEORGES BERGER,M,32,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, TEAM",GOLD
43505,CHARLES EDGAR COLLIGNON,M,30,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FENCING,"FENCING MEN'S EPEE, TEAM",GOLD
4026,GEORGES-HENRI ALBERT,M,25,FRANCE-1,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
16663,GEORGES VICTOR PAUL EUGNE BAYROU,M,24,FRANCE-1,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
21871,CHARLES BILOT,M,25,FRANCE-2,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
47527,GASTON FRANOIS SIMON CYPRS,M,23,FRANCE-1,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
49458,"SERGE ""SADI"" DASTARAC",M,25,FRANCE-2,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
54289,FERNAND DESROUSSEAUX,M,25,FRANCE-2,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
59118,JEAN DUBLY,M,21,FRANCE-1,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
67769,REN VICTOR FENOUILLIRE,M,25,FRANCE-1,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
69245,AUGUSTIN HCTOR ADRIEN JOSEPH  FILEZ,M,22,FRANCE-2,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,FOOTBALL,FOOTBALL MEN'S FOOTBALL,NONE
24558,DOUARD BOISLV,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
36826,JOSEPH CASTIGLIONI,M,30,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
36832,AUGUSTE JEAN BAPTISTE CASTILLE,M,24,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
36833,FERNAND AUGUSTE JOSEPH CASTILLE,M,34,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
38734,GEORGES CHARMOILLE,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
45122,ANTOINE COSTA,M,23,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
55161,ROBERT DIAZ,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
59160,VICTOR DUBOIS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S INDIVIDUAL ALL-AROUND,NONE
24252,LON ALBERT BOGART,M,19,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
25906,ALBERT BORIZE,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
44141,NICOLAS REN CONSTANT,M,22,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
45506,CHARLES ALBERT COURTOIS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
50484,HENRI DE BREYNE,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
52973,LOUIS DELATTRE,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
53077,ANTOINE DELESCLUSE,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
53079,LOUIS DELESCLUSE,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
53450,GEORGES DEMARLE,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
54070,JOSEPH DEROU,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
54209,CHARLES DESMARCHELIERS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
54210,CLAUDE DESMARCHELIERS,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
54651,TIENNE DHARANEY,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
57412,GRARD DONNET,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
59528,MILE DUHAMEL,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
60015,A. DUPONCHEEL,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
60206,PAUL JOSEPH DURIN,M,18,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
61718,ALPHONSE EGGREMONT,M,20,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,GYMNASTICS,GYMNASTICS MEN'S TEAM ALL-AROUND,NONE
10780,R. P. AUBLIN,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
12594,DAVID BAIDET,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
19262,RAOUL BENOT,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
27031,ANDR BOUNAL,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,HOCKEY,HOCKEY MEN'S HOCKEY,NONE
9820,ALEXANDRE CHARLES GEORGES HENRI ARTHUS,M,36,GUYONI,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SAILING,SAILING MIXED 6 METRES,BRONZE
14398,ANDR BARBILLAT,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 YARDS",NONE
53923,JEAN DEPASSIO,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 YARDS",NONE
14399,ANDR BARBILLAT,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 YARDS, TEAM",NONE
53924,JEAN DEPASSIO,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE PISTOL, 50 YARDS, TEAM",NONE
7702,ANDR ANGELINI,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, 1,000 YARDS",NONE
43284,PAUL REN COLAS,M,27,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, 1,000 YARDS",NONE
50435,"MARIE JOSEPH ""RAOUL"" LE BORGNE DE BOIGNE",M,45,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, 1,000 YARDS",NONE
7701,ANDR ANGELINI,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES",NONE
43283,PAUL REN COLAS,M,27,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES",NONE
13543,EUGNE JEAN FRANOIS BALME,M,33,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES, TEAM",BRONZE
45474,ALBERT COURQUIN,M,33,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES, TEAM",BRONZE
50434,"MARIE JOSEPH ""RAOUL"" LE BORGNE DE BOIGNE",M,45,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S FREE RIFLE, THREE POSITIONS, 300 METRES, TEAM",BRONZE
13544,EUGNE JEAN FRANOIS BALME,M,33,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, 200/500/600/800/900/1,000 YARDS, TEAM",NONE
45475,ALBERT COURQUIN,M,33,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, 200/500/600/800/900/1,000 YARDS, TEAM",NONE
50436,"MARIE JOSEPH ""RAOUL"" LE BORGNE DE BOIGNE",M,45,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S MILITARY RIFLE, 200/500/600/800/900/1,000 YARDS, TEAM",NONE
14400,ANDR BARBILLAT,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S RUNNING TARGET, SINGLE SHOT",NONE
25318,HENRI EDMOND BONNEFOY,M,20,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S SMALL-BORE RIFLE, 50 AND 100 YARDS, TEAM",BRONZE
43285,PAUL REN COLAS,M,27,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S SMALL-BORE RIFLE, 50 AND 100 YARDS, TEAM",BRONZE
25317,HENRI EDMOND BONNEFOY,M,20,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,"SHOOTING MEN'S SMALL-BORE RIFLE, PRONE, 50 AND 100 YARDS",NONE
17830,MILE BJOT,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SHOOTING,SHOOTING MEN'S TRAP,NONE
7273,REN ANDR,M,25,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SWIMMING,SWIMMING MEN'S 100 METRES FREESTYLE,NONE
52420,JOSEPH HENRI DECOIN,M,18,FRANCE,FRANCE,FRA,1908 SUMMER,1908,SUMMER,LONDON,SWIMMING,SWIMMING MEN'S 400 METRES FREESTYLE,NONE
12118,ROBERT ORMSTON BACKHOUSE,M,54,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S CONTINENTAL STYLE,NONE
12495,RICHARD HENRY BAGNALL-OAKELEY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S CONTINENTAL STYLE,NONE
29141,JOHN HENRY BRIDGES,M,56,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S CONTINENTAL STYLE,NONE
44851,GEOFFREY CORNEWALL,M,38,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S CONTINENTAL STYLE,NONE
12117,ROBERT ORMSTON BACKHOUSE,M,54,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S DOUBLE YORK ROUND,NONE
12494,RICHARD HENRY BAGNALL-OAKELEY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S DOUBLE YORK ROUND,NONE
29140,JOHN HENRY BRIDGES,M,56,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S DOUBLE YORK ROUND,NONE
29837,REGINALD BROOKS-KING,M,46,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S DOUBLE YORK ROUND,SILVER
42870,CHARLES HUTTON COATES,M,51,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S DOUBLE YORK ROUND,NONE
44850,GEOFFREY CORNEWALL,M,38,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S DOUBLE YORK ROUND,NONE
56687,WILLIAM DOD,M,40,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY MEN'S DOUBLE YORK ROUND,GOLD
8630,GERTRUDE APPLEYARD (TUPPEN-),F,43,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY WOMEN'S DOUBLE NATIONAL ROUND,NONE
9355,ETHEL ISABEL ARMITAGE (MACLAREN-),F,34,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY WOMEN'S DOUBLE NATIONAL ROUND,NONE
11870,ELLEN MABEL LIEDERSKRON BABINGTON (HORNE-),F,30,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY WOMEN'S DOUBLE NATIONAL ROUND,NONE
23963,ADELAIDE HARRIET MATILDA BODDAM-WHETHAM (MANNING-),F,47,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY WOMEN'S DOUBLE NATIONAL ROUND,NONE
33418,"DOROTHY CADMAN (SHARPE-, -WINGATE-SAUL)",F,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY WOMEN'S DOUBLE NATIONAL ROUND,NONE
50153,DORIS ELINOR DAY (PHILIPS-),F,35,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY WOMEN'S DOUBLE NATIONAL ROUND,NONE
56686,"CHARLOTTE ""LOTTIE"" DOD",F,36,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ARCHERY,ARCHERY WOMEN'S DOUBLE NATIONAL ROUND,SILVER
32956,GEORGE BUTTERFIELD,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 1,500 METRES",NONE
52213,"JOSEPH EDMUND ""JOE"" DEAKIN",M,29,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 1,500 METRES",NONE
66042,IVO FRANK FAIRBAIRN-CRAWFORD,M,23,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 1,500 METRES",NONE
32895,"JOHN ""JACK"" BUTLER",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 10 MILE WALK,NONE
36273,"FREDERIC T. ""FRANK"" CARTER",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 10 MILE WALK,NONE
38580,MEYRICK CHAPMAN,M,21,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 100 METRES,NONE
59809,ROBERT COCHRAN DUNCAN,M,20,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 100 METRES,NONE
2364,"TIMOTHY JOSEPH ""TIM"" AHEARNE",M,22,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 110 METRES HURDLES,NONE
59810,ROBERT COCHRAN DUNCAN,M,20,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 200 METRES,NONE
42868,WILLIAM COALES,M,22,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3 MILE, TEAM",GOLD
52215,"JOSEPH EDMUND ""JOE"" DEAKIN",M,29,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3 MILE, TEAM",GOLD
14640,HENRY BARKER,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3,200 METRES STEEPLECHASE",NONE
31316,FRANK J. BUCKLEY,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3,200 METRES STEEPLECHASE",NONE
58222,THOMAS DOWNING,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3,200 METRES STEEPLECHASE",NONE
63781,"JOSEPH C. ""JOE"" ENGLISH",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3,200 METRES STEEPLECHASE",NONE
29983,"WILLIAM C. ""BILL"" BROWN",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3,500 METRES WALK",NONE
32894,"JOHN ""JACK"" BUTLER",M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,"ATHLETICS MEN'S 3,500 METRES WALK",NONE
10450,ARTHUR ASTLEY,M,27,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 400 METRES,NONE
38913,CHRISTOPHER MAUDE CHAVASSE,M,23,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 400 METRES,NONE
38914,NOEL GODFREY CHAVASSE,M,23,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 400 METRES,NONE
49703,CHARLES C. DAVIES,M,25,GREAT BRITAIN,GREAT BRITAIN,GBR,1908 SUMMER,1908,SUMMER,LONDON,ATHLETICS,ATHLETICS MEN'S 400 METRES,NONE
